source_dataset,label,raw_filepath,filename,extension,processed_filepath,width,height,image_mode,file_size_bytes,content_hash
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (146).jpg,good (146).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (146).jpg,1800,4000,RGB,2242210,580db9ebeff1a4c24f59087d8109d27f
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (147).jpg,good (147).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (147).jpg,1800,4000,RGB,1964695,5e2efdd8bfc14ececdbeb73df73d70b0
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (148).jpg,good (148).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (148).jpg,1800,4000,RGB,2784981,e1c4f8e95003b3637dfa9d28761a4811
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (149).jpg,good (149).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (149).jpg,1800,4000,RGB,1721577,9d57670400f4b8c90f1c02fe8aa50d00
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (15).jpg,good (15).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (15).jpg,2602,2602,RGB,1194350,677aaa09fbb7a5705de55a20bbd401f4
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (150).jpg,good (150).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (150).jpg,1800,4000,RGB,1843560,1366fcf15c015fbd9da78afb01bf5cb3
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (151).jpg,good (151).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (151).jpg,4000,1800,RGB,1771289,ac872f1dd7af3848a2524186bb31651e
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (152).jpg,good (152).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (152).jpg,4000,1800,RGB,2072867,a5047bde5d8ae8951842d8ce85c413ea
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (153).jpg,good (153).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (153).jpg,4000,1800,RGB,2789398,3d6b650f083fe00781400646aea29474
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (154).jpg,good (154).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (154).jpg,4000,1800,RGB,2398809,9578a9e6b6142f06e28fabff86d1d3a8
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (155).jpg,good (155).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (155).jpg,4000,1800,RGB,2683908,3865de3796fd9f997f61081c9c847b4a
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (156).jpg,good (156).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (156).jpg,1800,4000,RGB,2264556,0980d84a4747dd1a6232e918e95803fb
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (157).jpg,good (157).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (157).jpg,1800,4000,RGB,2092692,197aa6776adfbbd178f38defb7464246
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (158).jpg,good (158).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (158).jpg,1800,4000,RGB,2111646,ef4a752b7ba0b5cc8dc49d22cf91cbfc
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (159).jpg,good (159).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (159).jpg,4000,1800,RGB,1775475,a4de3a8ff4e8c22ae3a3aefa446c32d7
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (16).jpg,good (16).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (16).jpg,2720,2720,RGB,1380796,c1c6b61f373c978e61e690bc0ab46eb5
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (160).jpg,good (160).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (160).jpg,4000,1800,RGB,2642289,5ebf57cb7d92955410611bc416d10484
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (161).jpg,good (161).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (161).jpg,4000,1800,RGB,1813066,ba5f3c91bc805f030da6e3392a92902e
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (162).jpg,good (162).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (162).jpg,4000,1800,RGB,2252514,193bf963379b429852f6c8cb220626e4
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (163).jpg,good (163).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (163).jpg,1800,4000,RGB,3627335,ad6fee177896f76bfac885001bf5ea85
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (164).jpg,good (164).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (164).jpg,4000,1800,RGB,3229853,215d764027b67098bd6d397380dc9460
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (165).jpg,good (165).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (165).jpg,4000,1800,RGB,2715156,793a8b498462ecbf1236b7833d4fd65f
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (166).jpg,good (166).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (166).jpg,4000,1800,RGB,2634467,5575f1dc48495f5aea55f4261b7c3ecc
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (167).jpg,good (167).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (167).jpg,1800,4000,RGB,3025783,c66cd095ca869fe57a9b1f835031f4a4
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (168).jpg,good (168).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (168).jpg,1800,4000,RGB,2328713,4639a2695c4bdfefcce4d8584a9e3925
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (169).jpg,good (169).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (169).jpg,4000,1800,RGB,2533664,880c22ae67c1a92ad98f29f2944ee7fe
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (17).jpg,good (17).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (17).jpg,2566,2566,RGB,764208,405b47f6e738ba230cff91c49d91515f
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (170).jpg,good (170).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (170).jpg,4000,1800,RGB,3291005,e994caf6b8332129a32e50b43daa247b
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (171).jpg,good (171).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (171).jpg,4000,1800,RGB,2345099,5c0b4524d00b52b4403f4baaa43783a8
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (172).jpg,good (172).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (172).jpg,4000,1800,RGB,1743759,3a9777fdb133d4c631890ce319455872
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (173).jpg,good (173).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (173).jpg,4000,1800,RGB,1995074,f399bc5f447c2e647434a480f2bf2e7a
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (174).jpg,good (174).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (174).jpg,4000,1800,RGB,2314386,3f04a8646f57d0a2c28d8e6841b5b5e7
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (175).jpg,good (175).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (175).jpg,1800,4000,RGB,1838812,262fa2708b3ab46b1218ba0b83b20106
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (176).jpg,good (176).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (176).jpg,1800,4000,RGB,2042312,4dd81664fa220d0072373780040c5006
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (177).jpg,good (177).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (177).jpg,4000,1800,RGB,1900915,d6d3eeb6b8a315a1d8013223053a9e33
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (178).jpg,good (178).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (178).jpg,4000,1800,RGB,2267528,a733a2a2daeff6c1c9efb8b1574c9310
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (179).jpg,good (179).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (179).jpg,4000,1800,RGB,2733887,69b34363037be7dd89f68697c006cc37
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (18).jpg,good (18).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (18).jpg,2608,2608,RGB,1597810,7523266dd8150a8517e97635bfac3c87
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (180).jpg,good (180).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (180).jpg,4000,1800,RGB,2159756,2ffcc282e2afb5e35fe13293562dee59
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (181).jpg,good (181).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (181).jpg,4000,1800,RGB,2343509,5aad0abd03ad3060cda623f56cc65929
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (182).jpg,good (182).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (182).jpg,4000,1800,RGB,2387754,bbe5add5f1626b9fe9e2a29b881c1bb5
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (183).jpg,good (183).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (183).jpg,4000,1800,RGB,2882895,64b740d6a0f4164a07692164df54f15b
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (184).jpg,good (184).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (184).jpg,4000,1800,RGB,2141660,714bb15b7d6c99f3acb08e0ebf4abef5
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (185).jpg,good (185).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (185).jpg,4000,1800,RGB,2078054,0488f30bc825856a48090a783f3923fd
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (186).jpg,good (186).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (186).jpg,4000,1800,RGB,3159036,36d3733e95b14387a3c95c0fcafb8a3f
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (187).jpg,good (187).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (187).jpg,4000,1800,RGB,3403658,0518402441e0b5aa44186825a0dc5efb
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (188).jpg,good (188).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (188).jpg,1800,4000,RGB,1710137,2d538ed0fc381e23edf56f216f3e7fd1
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (189).jpg,good (189).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (189).jpg,1800,4000,RGB,1605376,378f7c67ba55cb9893f0cbd62f995de4
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (19).jpg,good (19).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (19).jpg,2667,2667,RGB,1303986,6bd1330b0570ff6718e55a9279f096ea
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (190).jpg,good (190).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (190).jpg,1800,4000,RGB,2321440,55de545396013505a97d09ec1b9df5e3
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (191).jpg,good (191).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (191).jpg,1800,4000,RGB,1848701,1b80386c24196d71dc5d0de01a517405
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (192).jpg,good (192).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (192).jpg,1800,4000,RGB,1950477,75cb350df21cc55ececba5a54e03c2b3
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (193).jpg,good (193).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (193).jpg,1800,4000,RGB,1875601,baed50caa10138488e114d145e0880fe
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (194).jpg,good (194).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (194).jpg,1800,4000,RGB,2571819,6a38443ed2526c082aee50e172ae3907
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (195).jpg,good (195).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (195).jpg,4000,1800,RGB,2606926,69ab376646b3394715bbaa3136288c63
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (196).jpg,good (196).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (196).jpg,4000,1800,RGB,2175701,a1cb74e210eaaf1b9e5049955ddeab3a
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (197).jpg,good (197).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (197).jpg,4000,1800,RGB,2563813,cc78f1a872a201e2692cdfd1da8e9c30
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (198).jpg,good (198).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (198).jpg,4000,1800,RGB,1857430,ca37303d039b47569fd4600c13c983ad
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (199).jpg,good (199).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (199).jpg,4000,1800,RGB,2502524,9ceb00dc106ce70c5254a1220fd60120
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (2).jpg,good (2).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (2).jpg,1574,1574,RGB,508542,44b673fb7446c16bedc6613c1928f007
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (20).jpg,good (20).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (20).jpg,2316,2316,RGB,906405,a1e2eec2475562ae833e04ecd9f16b97
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (200).jpg,good (200).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (200).jpg,4000,1800,RGB,2230031,89c1da6f79c93109695d28d76cfe908c
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (201).jpg,good (201).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (201).jpg,1800,4000,RGB,2408283,f0cdb782838df5de82c497fc02cf96ca
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (202).jpg,good (202).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (202).jpg,1800,4000,RGB,1954244,e134a6ca4c16d35486f4787296266e42
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (203).jpg,good (203).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (203).jpg,1800,4000,RGB,2315244,70c4a4bdb14f63af29d2e361db34820e
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (204).jpg,good (204).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (204).jpg,1800,4000,RGB,1590469,987c2b7bd660666fc16c8f51b071c078
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (205).jpg,good (205).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (205).jpg,1800,4000,RGB,1660174,7587a7300045133ff54934f50d58727e
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (206).jpg,good (206).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (206).jpg,1800,4000,RGB,2279086,2262fc69bd3e20a9f1a2418b997d72c2
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (207).jpg,good (207).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (207).jpg,1800,4000,RGB,2631828,e2a004cc8ebc1ded1fe5dad5e600e3ca
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (208).jpg,good (208).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (208).jpg,1800,4000,RGB,1914056,c2d383e1afbf75bdfe901f27b19b5610
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (209).jpg,good (209).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (209).jpg,1800,4000,RGB,2621942,272dc3c1ca06d1487889dc918f72547d
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (21).jpg,good (21).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (21).jpg,2718,2718,RGB,1248034,9d5b260215a96d586af32f7f4d2c9984
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (210).jpg,good (210).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (210).jpg,1800,4000,RGB,2094583,3516b578ee96346d4f6e83afeb6f80bf
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (211).jpg,good (211).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (211).jpg,1800,4000,RGB,3259858,d2f45e33f94888d018c3c77999aa00b6
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (212).jpg,good (212).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (212).jpg,1800,4000,RGB,1831425,0d5f80500281ff290b20d5db391d17e2
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (213).jpg,good (213).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (213).jpg,1800,4000,RGB,1892382,9a4a0e1aefb7494a0dc138a91f938268
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (214).jpg,good (214).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (214).jpg,1800,4000,RGB,2423362,7efd5df5329f043a5ed0c0197addc2cd
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (215).jpg,good (215).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (215).jpg,1800,4000,RGB,1952265,d62cb5b5ac0dbd0839f3855702ba68c9
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (216).jpg,good (216).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (216).jpg,1800,4000,RGB,1718679,9af3b1973952af744ce03c808688c638
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (217).jpg,good (217).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (217).jpg,1800,4000,RGB,1280564,91c3b99061e77af1b7082bcbc5733402
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (218).jpg,good (218).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (218).jpg,1800,4000,RGB,2933272,c84e38c52db37dc1df394966bca180df
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (219).jpg,good (219).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (219).jpg,1800,4000,RGB,2600875,300cc1f55fa60fde2020edeb1fe9350d
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (22).jpg,good (22).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (22).jpg,2799,2799,RGB,1347321,5a39df02c098e94dd600c5e5fc90c78e
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (220).jpg,good (220).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (220).jpg,1800,4000,RGB,1744575,6c1fa3732f21aa10a6640dbd33b8b4bc
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (221).jpg,good (221).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (221).jpg,1800,4000,RGB,2554760,fb04f533aafb52ac7f33c8d738031158
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (222).jpg,good (222).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (222).jpg,1800,4000,RGB,1707733,c477d24c64c74d6e8b0039ab3c5decd0
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (223).jpg,good (223).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (223).jpg,1800,4000,RGB,1959843,6162f4da5f4c7eab1c1114c4be3fc794
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (224).jpg,good (224).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (224).jpg,1800,4000,RGB,1444344,e422c2a6896da647290b0351602a0b75
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (225).jpg,good (225).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (225).jpg,1800,4000,RGB,2160389,79193a7694a5843d0b880c7e8371a42f
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (226).jpg,good (226).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (226).jpg,1800,4000,RGB,1958241,bf265c7335d03efeaee8c1914f872d85
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (227).jpg,good (227).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (227).jpg,1800,4000,RGB,1808101,60ccda4bd7ba5a959c31f719ee0b5694
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (228).jpg,good (228).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (228).jpg,1800,4000,RGB,1830430,1c20aa8a09a74cf56cab8666970c2c9c
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (229).jpg,good (229).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (229).jpg,1800,4000,RGB,2384936,0ff3f2b1917cd6363eeaf7eca6f9e399
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (23).jpg,good (23).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (23).jpg,2406,2406,RGB,1267513,e21250faf169e5b6120ea38bf1729a4a
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (230).jpg,good (230).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (230).jpg,1800,4000,RGB,1739873,4cce4f96eb55fe1057bf3da4ebc20489
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (231).jpg,good (231).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (231).jpg,1800,4000,RGB,2727513,2f01d92c5e88c98df22dfc0fb98d2067
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (232).jpg,good (232).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (232).jpg,1800,4000,RGB,2552299,e6a9b32390668db8bb48c1ec9303bcf6
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (233).jpg,good (233).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (233).jpg,1800,4000,RGB,1341551,89ad4fd417df7d44c8fde466b0811644
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (234).jpg,good (234).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (234).jpg,1800,4000,RGB,1308812,1f61ed7ed5ce33afd7c76ca514de3546
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (235).jpg,good (235).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (235).jpg,1800,4000,RGB,1863612,f845351f812e8bb5e08be97b0a57edad
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (236).jpg,good (236).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (236).jpg,1800,4000,RGB,1604408,39179e9d42ce5a68b41d0a3a1b54a339
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (237).jpg,good (237).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (237).jpg,1800,4000,RGB,1457195,2a7a8e4bf222d42773b789d576a97a29
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (238).jpg,good (238).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (238).jpg,1800,4000,RGB,1660031,8109bd6f97015c5c67e77d4d20131336
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (239).jpg,good (239).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (239).jpg,2080,4608,RGB,2414918,68727e3aba838d294f6904dea6c55162
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (24).jpg,good (24).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (24).jpg,2682,2682,RGB,996418,d0590fa947ad4fb51d84024c3e6890e2
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (240).jpg,good (240).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (240).jpg,2080,4608,RGB,2620738,f54f973788daa41196ca21e9414d6b60
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (241).jpg,good (241).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (241).jpg,2080,4608,RGB,2444754,ffc9217f460d359ba18b995fd96c3777
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (242).jpg,good (242).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (242).jpg,2080,4608,RGB,2867056,c3cd4d646e760ae78233277f0ca6fc43
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (243).jpg,good (243).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (243).jpg,1800,4000,RGB,2468018,8db212fc656d18db9dcc65bcffe67569
kaggle,good,D:\Tyre_Classification\datasets\raw\kaggle\good\good (244).jpg,good (244).jpg,.jpg,D:\Tyre_Classification\datasets\processed\good\kaggle_good_good (244).jpg,1800,4000,RGB,2864774,7b7bd501217207874065f6d28328ab24
